node_time,modem_time,cv7_time,navigator_time,gps_time,nav_state_time
1750109970.8693864,,1750046613.8685355,1750045516.9450474,1750046623.3572042,1750046626.5347626
1750109970.8829775,,1750046613.881475,1750045516.9450474,1750046623.3572042,1750046626.5347626
1750109970.8946564,,1750046613.8946912,1750045516.9707618,1750046623.3572042,1750046626.5347626
1750109970.8973331,,1750046613.8946912,1750045516.9707618,1750046623.3572042,1750046626.5347626
1750109970.907346,,1750046613.9075568,1750045516.9836967,1750046623.3572042,1750046626.5347626
1750109970.909773,,1750046613.9075568,1750045516.9836967,1750046623.3572042,1750046626.5347626
1750109970.92116,,1750046613.9204826,1750045516.9966075,1750046623.3572042,1750046626.5347626
1750109970.9234633,,1750046613.9204826,1750045516.9966075,1750046623.3572042,1750046626.5347626
1750109970.933589,,1750046613.9333885,1750045517.0095422,1750046623.3572042,1750046626.5347626
1750109970.935842,,1750046613.9333885,1750045517.0095422,1750046623.3572042,1750046626.5347626
1750109970.9462888,,1750046613.9475346,1750045517.02247,1750046623.3572042,1750046626.5347626
1750109970.9489658,,1750046613.9475346,1750045517.02247,1750046623.3572042,1750046626.5347626
1750109970.960767,,1750046613.960836,1750045517.0361347,1750046623.3572042,1750046626.5347626
1750109970.9632113,,1750046613.960836,1750045517.0361347,1750046623.3572042,1750046626.5347626
1750109970.973505,,1750046613.9744,1750045517.049368,1750046623.3572042,1750046626.5347626
1750109970.9758666,,1750046613.9744,1750045517.049368,1750046623.3572042,1750046626.5347626
1750109970.986455,,1750046613.9873304,1750045517.0623097,1750046623.3572042,1750046626.5347626
1750109970.9897165,,1750046613.9873304,1750045517.0623097,1750046623.3572042,1750046626.5347626
1750109970.99953,,1750046614.000422,1750045517.0752282,1750046623.3572042,1750046626.5347626
1750109971.00175,,1750046614.000422,1750045517.0752282,1750046623.3572042,1750046626.5347626
1750109971.0111053,,1750046614.000422,1750045517.088184,1750046623.3572042,1750046626.5347626
1750109971.01554,,1750046614.014167,1750045517.088184,1750046623.3572042,1750046626.5347626
1750109971.0245922,,1750046614.014167,1750045517.1010976,1750046623.3572042,1750046626.5347626
1750109971.0280879,,1750046614.0270567,1750045517.1010976,1750046623.3572042,1750046626.5347626
1750109971.038621,,1750046614.0400078,1750045517.1149673,1750046623.3572042,1750046626.5347626
1750109971.0415208,,1750046614.0400078,1750045517.1149673,1750046623.3572042,1750046626.5347626
1750109971.0524845,,1750046614.0528107,1750045517.1279194,1750046623.3572042,1750046626.5347626
1750109971.0551157,,1750046614.0528107,1750045517.1279194,1750046623.3572042,1750046626.5347626
1750109971.0637996,,1750046614.0528107,1750045517.141084,1750046623.3572042,1750046627.1404998
1750109971.0667555,,1750046614.0659988,1750045517.141084,1750046623.3572042,1750046627.1404998
1750109971.0700524,,1750046614.0659988,1750045517.141084,1750046623.3572042,1750046627.1404998
1750109971.077926,,1750046614.0789006,1750045517.154056,1750046623.3572042,1750046627.1404998
1750109971.0814996,,1750046614.0789006,1750045517.154056,1750046623.3572042,1750046627.1404998
1750109971.0914004,,1750046614.0918143,1750045517.167303,1750046623.3572042,1750046627.1404998
1750109971.093771,,1750046614.0918143,1750045517.167303,1750046623.3572042,1750046627.1404998
1750109971.1031122,,1750046614.0918143,1750045517.1802402,1750046623.3572042,1750046627.1404998
1750109971.1068149,,1750046614.1047091,1750045517.1802402,1750046623.3572042,1750046627.1404998
1750109971.1175709,,1750046614.117586,1750045517.1933672,1750046623.3572042,1750046627.1404998
1750109971.1201775,,1750046614.117586,1750045517.1933672,1750046623.3572042,1750046627.1404998
1750109971.1300883,,1750046614.130484,1750045517.2062938,1750046623.3572042,1750046627.1404998
1750109971.1324658,,1750046614.130484,1750045517.2062938,1750046623.3572042,1750046627.1404998
1750109971.142231,,1750046614.130484,1750045517.2192218,1750046623.3572042,1750046627.1404998
1750109971.1462407,,1750046614.144912,1750045517.2192218,1750046623.3572042,1750046627.1404998
1750109971.157061,,1750046614.157797,1750045517.2324548,1750046623.3572042,1750046627.1404998
1750109971.1594625,,1750046614.157797,1750045517.2324548,1750046623.3572042,1750046627.1404998
1750109971.1633399,,1750046614.157797,1750045517.2324548,1750046627.3773463,1750046627.1404998
1750109971.16841,,1750046614.157797,1750045517.24547,1750046627.3773463,1750046627.1404998
1750109971.1719215,,1750046614.170688,1750045517.24547,1750046627.3773463,1750046627.1404998
1750109971.1830723,,1750046614.183566,1750045517.258417,1750046627.3773463,1750046627.1404998
1750109971.185681,,1750046614.183566,1750045517.258417,1750046627.3773463,1750046627.1404998
1750109971.1955254,,1750046614.196593,1750045517.271318,1750046627.3773463,1750046627.1404998
1750109971.1982467,,1750046614.196593,1750045517.271318,1750046627.3773463,1750046627.1404998
1750109971.2078347,,1750046614.196593,1750045517.284737,1750046627.3773463,1750046627.1404998
1750109971.2117422,,1750046614.209442,1750045517.284737,1750046627.3773463,1750046627.1404998
1750109971.221195,,1750046614.209442,1750045517.297606,1750046627.3773463,1750046627.1404998
1750109971.2248282,,1750046614.2223074,1750045517.297606,1750046627.3773463,1750046627.1404998
1750109971.2344773,,1750046614.2351694,1750045517.3105116,1750046627.3773463,1750046627.1404998
1750109971.2368577,,1750046614.2351694,1750045517.3105116,1750046627.3773463,1750046627.1404998
1750109971.2467828,,1750046614.2351694,1750045517.323411,1750046627.3773463,1750046627.1404998
1750109971.2571797,,1750046614.2553961,1750045517.323411,1750046627.3773463,1750046627.1404998
1750109971.2610855,,1750046614.2553961,1750045517.3362505,1750046627.3773463,1750046627.1404998
1750109971.2643032,,1750046614.2553961,1750045517.3362505,1750046627.3773463,1750046627.542059
1750109971.2690928,,1750046614.2683527,1750045517.3362505,1750046627.3773463,1750046627.542059
1750109971.2725945,,1750046614.2683527,1750045517.3491104,1750046627.3773463,1750046627.542059
1750109971.2835336,,1750046614.2811937,1750045517.3619802,1750046627.3773463,1750046627.542059
1750109971.2859952,,1750046614.2811937,1750045517.3619802,1750046627.3773463,1750046627.542059
1750109971.2948759,,1750046614.2940423,1750045517.3619802,1750046627.3773463,1750046627.542059
1750109971.2985,,1750046614.2940423,1750045517.37494,1750046627.3773463,1750046627.542059
1750109971.3097415,,1750046614.3071947,1750045517.3877964,1750046627.3773463,1750046627.542059
1750109971.3120933,,1750046614.3071947,1750045517.3877964,1750046627.3773463,1750046627.542059
1750109971.3219593,,1750046614.3200712,1750045517.4005935,1750046627.3773463,1750046627.542059
1750109971.3250382,,1750046614.3200712,1750045517.4005935,1750046627.3773463,1750046627.542059
1750109971.3326926,,1750046614.3330784,1750045517.4005935,1750046627.3773463,1750046627.542059
1750109971.3348465,,1750046614.3330784,1750045517.413461,1750046627.3773463,1750046627.542059
1750109971.3452613,,1750046614.3459656,1750045517.413461,1750046627.3773463,1750046627.542059
1750109971.346835,,1750046614.3459656,1750045517.426313,1750046627.3773463,1750046627.542059
1750109971.357684,,1750046614.3588326,1750045517.426313,1750046627.3773463,1750046627.542059
1750109971.3596334,,1750046614.3588326,1750045517.4391637,1750046627.3773463,1750046627.542059
1750109971.3715708,,1750046614.371719,1750045517.4391637,1750046627.3773463,1750046627.542059
1750109971.3742075,,1750046614.371719,1750045517.452346,1750046627.3773463,1750046627.542059
1750109971.38432,,1750046614.384605,1750045517.452346,1750046627.3773463,1750046627.542059
1750109971.3866389,,1750046614.384605,1750045517.4652703,1750046627.3773463,1750046627.542059
1750109971.3972309,,1750046614.3974893,1750045517.4652703,1750046627.3773463,1750046627.542059
1750109971.3992214,,1750046614.3974893,1750045517.478123,1750046627.3773463,1750046627.542059
1750109971.4095087,,1750046614.4103792,1750045517.478123,1750046627.3773463,1750046627.542059
1750109971.4121616,,1750046614.4103792,1750045517.4909542,1750046627.3773463,1750046627.542059
1750109971.4231207,,1750046614.4232843,1750045517.4909542,1750046627.3773463,1750046627.542059
1750109971.425335,,1750046614.4232843,1750045517.5038161,1750046627.3773463,1750046627.542059
1750109971.4380593,,1750046614.4362721,1750045517.5167363,1750046627.3773463,1750046627.542059
1750109971.4399517,,1750046614.4362721,1750045517.5167363,1750046627.3773463,1750046627.542059
1750109971.45307,,1750046614.451453,1750045517.529563,1750046627.3773463,1750046627.542059
1750109971.4563863,,1750046614.451453,1750045517.529563,1750046627.3773463,1750046627.542059
1750109971.4662988,,1750046614.465312,1750045517.529563,1750046627.3773463,1750046627.542059
1750109971.4808438,,1750046614.479046,1750045517.556277,1750046627.3773463,1750046627.542059
1750109971.4834282,,1750046614.479046,1750045517.556277,1750046627.3773463,1750046627.542059
1750109971.4931061,,1750046614.4917173,1750045517.5691671,1750046627.3773463,1750046627.542059
1750109971.4954846,,1750046614.4917173,1750045517.5691671,1750046627.3773463,1750046627.542059
1750109971.5058494,,1750046614.5045085,1750045517.5691671,1750046627.3773463,1750046627.542059
1750109971.518711,,1750046614.5174747,1750045517.594858,1750046627.3773463,1750046627.542059
1750109971.5222194,,1750046614.5174747,1750045517.594858,1750046627.3773463,1750046627.542059
1750109971.5314593,,1750046614.5304682,1750045517.6078632,1750046627.3773463,1750046627.542059
1750109971.5339794,,1750046614.5304682,1750045517.6078632,1750046627.3773463,1750046627.542059
1750109971.5448651,,1750046614.5440273,1750045517.621115,1750046627.3773463,1750046627.542059
1750109971.5476274,,1750046614.5440273,1750045517.621115,1750046627.3773463,1750046627.542059
1750109971.5593512,,1750046614.5571454,1750045517.6358533,1750046627.3773463,1750046627.542059
1750109971.5615547,,1750046614.5571454,1750045517.6358533,1750046627.3773463,1750046627.542059
1750109971.566158,,1750046614.5571454,1750045517.6358533,1750046627.3773463,1750046628.145162
1750109971.5710344,,1750046614.5701087,1750045517.6358533,1750046627.3773463,1750046628.145162
1750109971.5850806,,1750046614.583065,1750045517.661237,1750046627.3773463,1750046628.145162
1750109971.5876448,,1750046614.583065,1750045517.661237,1750046627.3773463,1750046628.145162
1750109971.59728,,1750046614.596001,1750045517.6740525,1750046627.3773463,1750046628.145162
1750109971.6001928,,1750046614.596001,1750045517.6740525,1750046627.3773463,1750046628.145162
1750109971.6107185,,1750046614.6089258,1750045517.6869378,1750046627.3773463,1750046628.145162
1750109971.6139655,,1750046614.6089258,1750045517.6869378,1750046627.3773463,1750046628.145162
1750109971.6241813,,1750046614.6219313,1750045517.6997428,1750046627.3773463,1750046628.145162
1750109971.627156,,1750046614.6219313,1750045517.6997428,1750046627.3773463,1750046628.145162
1750109971.6358101,,1750046614.6349003,1750045517.7126787,1750046627.3773463,1750046628.145162
1750109971.6390305,,1750046614.6349003,1750045517.7126787,1750046627.3773463,1750046628.145162
1750109971.6497934,,1750046614.6477358,1750045517.7255485,1750046627.3773463,1750046628.145162
1750109971.6530979,,1750046614.6477358,1750045517.7255485,1750046627.3773463,1750046628.145162
1750109971.6630366,,1750046614.6608605,1750045517.7386448,1750046627.3773463,1750046628.145162
1750109971.6655562,,1750046614.6608605,1750045517.7386448,1750046627.3773463,1750046628.145162
1750109971.6751213,,1750046614.6741495,1750045517.7386448,1750046627.3773463,1750046628.145162
1750109971.6880183,,1750046614.6870522,1750045517.7642775,1750046627.3773463,1750046628.145162
1750109971.6911573,,1750046614.6870522,1750045517.7642775,1750046627.3773463,1750046628.145162
1750109971.7003107,,1750046614.6999104,1750045517.7771585,1750046627.3773463,1750046628.145162
1750109971.7032504,,1750046614.6999104,1750045517.7771585,1750046627.3773463,1750046628.145162
1750109971.7147157,,1750046614.7128205,1750045517.790029,1750046627.3773463,1750046628.145162
1750109971.7173421,,1750046614.7128205,1750045517.790029,1750046627.3773463,1750046628.145162
1750109971.726719,,1750046614.7257383,1750045517.8029103,1750046627.3773463,1750046628.145162
1750109971.7291198,,1750046614.7257383,1750045517.8029103,1750046627.3773463,1750046628.145162
1750109971.7394838,,1750046614.7387764,1750045517.8158116,1750046627.3773463,1750046628.145162
1750109971.7419264,,1750046614.7387764,1750045517.8158116,1750046627.3773463,1750046628.145162
1750109971.7526867,,1750046614.7521763,1750045517.8287103,1750046627.3773463,1750046628.145162
1750109971.7555377,,1750046614.7521763,1750045517.8287103,1750046627.3773463,1750046628.145162
1750109971.7656908,,1750046614.766541,1750045517.841639,1750046627.3773463,1750046628.145162
1750109971.769122,,1750046614.766541,1750045517.841639,1750046627.3773463,1750046628.5486403
1750109971.7714887,,1750046614.766541,1750045517.841639,1750046627.3773463,1750046628.5486403
1750109971.7793167,,1750046614.779731,1750045517.854521,1750046627.3773463,1750046628.5486403
1750109971.7826376,,1750046614.779731,1750045517.854521,1750046627.3773463,1750046628.5486403
1750109971.790684,,1750046614.779731,1750045517.8673954,1750046627.3773463,1750046628.5486403
1750109971.7966154,,1750046614.795586,1750045517.8673954,1750046627.3773463,1750046628.5486403
1750109971.8031044,,1750046614.795586,1750045517.880289,1750046627.3773463,1750046628.5486403
1750109971.8095639,,1750046614.8085492,1750045517.880289,1750046627.3773463,1750046628.5486403
1750109971.8171222,,1750046614.8085492,1750045517.8932161,1750046627.3773463,1750046628.5486403
1750109971.8231635,,1750046614.8215878,1750045517.8932161,1750046627.3773463,1750046628.5486403
1750109971.8291113,,1750046614.8215878,1750045517.9061012,1750046627.3773463,1750046628.5486403
1750109971.8357754,,1750046614.8350222,1750045517.9061012,1750046627.3773463,1750046628.5486403
1750109971.8496785,,1750046614.8478827,1750045517.9061012,1750046627.3773463,1750046628.5486403
1750109971.8549988,,1750046614.8478827,1750045517.9315662,1750046627.3773463,1750046628.5486403
1750109971.8615735,,1750046614.8607626,1750045517.9315662,1750046627.3773463,1750046628.5486403
1750109971.8682733,,1750046614.8607626,1750045517.9447541,1750046627.3773463,1750046628.5486403
1750109971.8747308,,1750046614.873633,1750045517.9447541,1750046627.3773463,1750046628.5486403
1750109971.8810356,,1750046614.873633,1750045517.9576344,1750046627.3773463,1750046628.5486403
1750109971.888278,,1750046614.8866014,1750045517.9576344,1750046627.3773463,1750046628.5486403
1750109971.893712,,1750046614.8866014,1750045517.9705257,1750046627.3773463,1750046628.5486403
1750109971.9003105,,1750046614.8994665,1750045517.9705257,1750046627.3773463,1750046628.5486403
1750109971.9069057,,1750046614.8994665,1750045517.9834263,1750046627.3773463,1750046628.5486403
1750109971.9138458,,1750046614.9123232,1750045517.9834263,1750046627.3773463,1750046628.5486403
1750109971.9200246,,1750046614.9123232,1750045517.9963043,1750046627.3773463,1750046628.5486403
1750109971.9267197,,1750046614.9251943,1750045517.9963043,1750046627.3773463,1750046628.5486403
1750109971.9319968,,1750046614.9251943,1750045518.0091522,1750046627.3773463,1750046628.5486403
1750109971.9396307,,1750046614.9382887,1750045518.0091522,1750046627.3773463,1750046628.5486403
1750109971.9454193,,1750046614.9382887,1750045518.0220323,1750046627.3773463,1750046628.5486403
1750109971.9525723,,1750046614.9511256,1750045518.0220323,1750046627.3773463,1750046628.5486403
1750109971.9582481,,1750046614.9511256,1750045518.0349588,1750046627.3773463,1750046628.5486403
1750109971.9646616,,1750046614.9639904,1750045518.0349588,1750046627.3773463,1750046628.5486403
1750109971.9709156,,1750046614.9639904,1750045518.0479155,1750046627.3773463,1750046628.5486403
1750109971.978716,,1750046614.976865,1750045518.0479155,1750046627.3773463,1750046628.5486403
1750109971.9844868,,1750046614.976865,1750045518.060819,1750046627.3773463,1750046628.5486403
1750109971.9903066,,1750046614.9897363,1750045518.060819,1750046627.3773463,1750046628.5486403
1750109971.995051,,1750046614.9897363,1750045518.0737104,1750046627.3773463,1750046628.5486403
1750109972.0030153,,1750046615.004018,1750045518.0737104,1750046627.3773463,1750046628.5486403
1750109972.0159101,,1750046615.0168774,1750045518.0737104,1750046627.3773463,1750046628.5486403
1750109972.0200498,,1750046615.0168774,1750045518.0991704,1750046627.3773463,1750046628.5486403
1750109972.0286767,,1750046615.029769,1750045518.0991704,1750046627.3773463,1750046628.5486403
1750109972.032536,,1750046615.029769,1750045518.112059,1750046627.3773463,1750046628.5486403
1750109972.0434742,,1750046615.0426733,1750045518.112059,1750046627.3773463,1750046628.5486403
1750109972.047718,,1750046615.0426733,1750045518.1249502,1750046627.3773463,1750046628.5486403
1750109972.0569649,,1750046615.055569,1750045518.1249502,1750046627.3773463,1750046628.5486403
1750109972.0722196,,1750046615.068904,1750045518.1504273,1750046627.3773463,1750046629.151562
1750109972.0756006,,1750046615.068904,1750045518.1504273,1750046627.3773463,1750046629.151562
1750109972.0782642,,1750046615.068904,1750045518.1504273,1750046627.3773463,1750046629.151562
1750109972.0828867,,1750046615.0817416,1750045518.1504273,1750046627.3773463,1750046629.151562
1750109972.086424,,1750046615.0817416,1750045518.1635168,1750046627.3773463,1750046629.151562
1750109972.0955448,,1750046615.094595,1750045518.1635168,1750046627.3773463,1750046629.151562
1750109972.0992143,,1750046615.094595,1750045518.1764042,1750046627.3773463,1750046629.151562
1750109972.1084049,,1750046615.107482,1750045518.1764042,1750046627.3773463,1750046629.151562
1750109972.112433,,1750046615.107482,1750045518.189268,1750046627.3773463,1750046629.151562
1750109972.1222036,,1750046615.120313,1750045518.189268,1750046627.3773463,1750046629.151562
1750109972.126406,,1750046615.120313,1750045518.2027485,1750046627.3773463,1750046629.151562
1750109972.1340125,,1750046615.1331644,1750045518.2027485,1750046627.3773463,1750046629.151562
1750109972.1395235,,1750046615.1331644,1750045518.2164855,1750046627.3773463,1750046629.151562
1750109972.1474836,,1750046615.1460447,1750045518.2164855,1750046627.3773463,1750046629.151562
1750109972.153297,,1750046615.1460447,1750045518.2293675,1750046627.3773463,1750046629.151562
1750109972.1607416,,1750046615.158939,1750045518.2293675,1750046627.3773463,1750046629.151562
1750109972.1652482,,1750046615.158939,1750045518.2422876,1750046627.3773463,1750046629.151562
1750109972.172513,,1750046615.1717966,1750045518.2422876,1750046627.3773463,1750046629.151562
1750109972.1785126,,1750046615.1717966,1750045518.255184,1750046627.3773463,1750046629.151562
1750109972.1860378,,1750046615.184678,1750045518.255184,1750046627.3773463,1750046629.151562
1750109972.1915295,,1750046615.184678,1750045518.2680655,1750046627.3773463,1750046629.151562
1750109972.198698,,1750046615.1975687,1750045518.2680655,1750046627.3773463,1750046629.151562
1750109972.2038057,,1750046615.1975687,1750045518.281034,1750046627.3773463,1750046629.151562
1750109972.2117348,,1750046615.2105403,1750045518.281034,1750046627.3773463,1750046629.151562
1750109972.2176156,,1750046615.2105403,1750045518.2939465,1750046627.3773463,1750046629.151562
1750109972.2246602,,1750046615.2235522,1750045518.2939465,1750046627.3773463,1750046629.151562
1750109972.230183,,1750046615.2235522,1750045518.3068717,1750046627.3773463,1750046629.151562
1750109972.238017,,1750046615.2372105,1750045518.3068717,1750046627.3773463,1750046629.151562
1750109972.2426825,,1750046615.2372105,1750045518.3197675,1750046627.3773463,1750046629.151562
1750109972.257413,,1750046615.2552004,1750045518.3326676,1750046627.3773463,1750046629.151562
1750109972.2597022,,1750046615.2552004,1750045518.3326676,1750046627.3773463,1750046629.151562
1750109972.2715533,1750046615.2687209,1750046615.2685847,1750045518.3461955,1750046627.3773463,1750046629.5546198
1750109972.274269,1750046615.2687209,1750046615.2685847,1750045518.3461955,1750046627.3773463,1750046629.5546198
1750109972.2768958,1750046615.2687209,1750046615.2685847,1750045518.3461955,1750046627.3773463,1750046629.5546198
1750109972.279733,1750046615.2687209,1750046615.2815695,1750045518.3590484,1750046627.3773463,1750046629.5546198
1750109972.281989,1750046615.2687209,1750046615.2815695,1750045518.3590484,1750046627.3773463,1750046629.5546198
1750109972.2833312,1750046615.2687209,1750046615.2815695,1750045518.3590484,1750046627.3773463,1750046629.5546198
1750109972.2930145,1750046615.2687209,1750046615.2944157,1750045518.3719912,1750046627.3773463,1750046629.5546198
1750109972.2938697,1750046615.2687209,1750046615.2944157,1750045518.3719912,1750046627.3773463,1750046629.5546198
1750109972.305762,1750046615.2687209,1750046615.3074799,1750045518.3850753,1750046627.3773463,1750046629.5546198
1750109972.3065653,1750046615.2687209,1750046615.3074799,1750045518.3850753,1750046627.3773463,1750046629.5546198
1750109972.3190053,1750046615.2687209,1750046615.320517,1750045518.3980725,1750046627.3773463,1750046629.5546198
1750109972.3198435,1750046615.2687209,1750046615.320517,1750045518.3980725,1750046627.3773463,1750046629.5546198
1750109972.3337445,1750046615.2687209,1750046615.3352776,1750045518.4128728,1750046627.3773463,1750046629.5546198
1750109972.3343194,1750046615.2687209,1750046615.3352776,1750045518.4128728,1750046627.3773463,1750046629.5546198
1750109972.3470726,1750046615.2687209,1750046615.348228,1750045518.4258204,1750046627.3773463,1750046629.5546198
1750109972.3478415,1750046615.2687209,1750046615.348228,1750045518.4258204,1750046627.3773463,1750046629.5546198
1750109972.3595715,1750046615.2687209,1750046615.3611364,1750045518.438767,1750046627.3773463,1750046629.5546198
1750109972.3601642,1750046615.2687209,1750046615.3611364,1750045518.438767,1750046627.3773463,1750046629.5546198
1750109972.3725078,1750046615.2687209,1750046615.3741024,1750045518.451658,1750046627.3773463,1750046629.5546198
1750109972.373514,1750046615.2687209,1750046615.3741024,1750045518.451658,1750046627.3773463,1750046629.5546198
1750109972.3859653,1750046615.2687209,1750046615.387395,1750045518.4649744,1750046627.3773463,1750046629.5546198
1750109972.3866518,1750046615.2687209,1750046615.387395,1750045518.4649744,1750046627.3773463,1750046629.5546198
1750109972.3993495,1750046615.2687209,1750046615.401042,1750045518.4786634,1750046627.3773463,1750046629.5546198
1750109972.4001746,1750046615.2687209,1750046615.401042,1750045518.4786634,1750046627.3773463,1750046629.5546198
1750109972.412762,1750046615.2687209,1750046615.4139438,1750045518.4920278,1750046627.3773463,1750046629.5546198
1750109972.4136584,1750046615.2687209,1750046615.4139438,1750045518.4920278,1750046627.3773463,1750046629.5546198
1750109972.4256246,1750046615.2687209,1750046615.426915,1750045518.5050747,1750046627.3773463,1750046629.5546198
1750109972.426463,1750046615.2687209,1750046615.426915,1750045518.5050747,1750046627.3773463,1750046629.5546198
1750109972.4382975,1750046615.2687209,1750046615.4399502,1750045518.5181565,1750046627.3773463,1750046629.5546198
1750109972.4390554,1750046615.2687209,1750046615.4399502,1750045518.5181565,1750046627.3773463,1750046629.5546198
1750109972.4543588,1750046615.2687209,1750046615.455242,1750045518.5332737,1750046627.3773463,1750046629.5546198
1750109972.4550061,1750046615.2687209,1750046615.455242,1750045518.5332737,1750046627.3773463,1750046629.5546198
1750109972.4676218,1750046615.2687209,1750046615.468791,1750045518.5467992,1750046627.3773463,1750046629.5546198
1750109972.4682233,1750046615.2687209,1750046615.468791,1750045518.5467992,1750046627.3773463,1750046629.5546198
1750109972.4814544,1750046615.2687209,1750046615.482022,1750045518.5600386,1750046627.3773463,1750046629.5546198
1750109972.4820752,1750046615.2687209,1750046615.482022,1750045518.5600386,1750046627.3773463,1750046629.5546198
1750109972.493785,1750046615.2687209,1750046615.4948688,1750045518.572958,1750046627.3773463,1750046629.5546198
1750109972.4947195,1750046615.2687209,1750046615.4948688,1750045518.572958,1750046627.3773463,1750046629.5546198
1750109972.5067806,1750046615.2687209,1750046615.5079644,1750045518.5862718,1750046627.3773463,1750046629.5546198
1750109972.5074854,1750046615.2687209,1750046615.5079644,1750045518.5862718,1750046627.3773463,1750046629.5546198
1750109972.5197527,1750046615.2687209,1750046615.5209146,1750045518.5989633,1750046627.3773463,1750046629.5546198
1750109972.5207303,1750046615.2687209,1750046615.5209146,1750045518.5989633,1750046627.3773463,1750046629.5546198
1750109972.5323322,1750046615.2687209,1750046615.5338721,1750045518.6119864,1750046627.3773463,1750046629.5546198
1750109972.5331748,1750046615.2687209,1750046615.5338721,1750045518.6119864,1750046627.3773463,1750046629.5546198
1750109972.5459945,1750046615.2687209,1750046615.546776,1750045518.624846,1750046627.3773463,1750046629.5546198
1750109972.5467172,1750046615.2687209,1750046615.546776,1750045518.624846,1750046627.3773463,1750046629.5546198
1750109972.559081,1750046615.2687209,1750046615.5600462,1750045518.6381342,1750046627.3773463,1750046629.5546198
1750109972.5597975,1750046615.2687209,1750046615.5600462,1750045518.6381342,1750046627.3773463,1750046629.5546198
1750109972.5729802,1750046615.2687209,1750046615.5737045,1750045518.651927,1750046627.3773463,1750046630.1585958
1750109972.5742502,1750046615.2687209,1750046615.5737045,1750045518.651927,1750046627.3773463,1750046630.1585958
1750109972.5753918,1750046615.2687209,1750046615.5737045,1750045518.651927,1750046627.3773463,1750046630.1585958
1750109972.5871692,1750046615.2687209,1750046615.586643,1750045518.6647093,1750046627.3773463,1750046630.1585958
1750109972.5893307,1750046615.2687209,1750046615.586643,1750045518.6647093,1750046627.3773463,1750046630.1585958
1750109972.6016116,1750046615.2687209,1750046615.6009157,1750045518.6790652,1750046627.3773463,1750046630.1585958
1750109972.6040509,1750046615.2687209,1750046615.6009157,1750045518.6790652,1750046627.3773463,1750046630.1585958
1750109972.6148012,1750046615.2687209,1750046615.6138601,1750045518.6922758,1750046627.3773463,1750046630.1585958
1750109972.6178005,1750046615.2687209,1750046615.6138601,1750045518.6922758,1750046627.3773463,1750046630.1585958
1750109972.6289446,1750046615.2687209,1750046615.6269052,1750045518.7051597,1750046627.3773463,1750046630.1585958
1750109972.6310244,1750046615.2687209,1750046615.6269052,1750045518.7051597,1750046627.3773463,1750046630.1585958
1750109972.6404386,1750046615.2687209,1750046615.6398926,1750045518.7180457,1750046627.3773463,1750046630.1585958
1750109972.643146,1750046615.2687209,1750046615.6398926,1750045518.7180457,1750046627.3773463,1750046630.1585958
1750109972.6579049,1750046615.2687209,1750046615.656941,1750045518.734412,1750046627.3773463,1750046630.1585958
1750109972.6598961,1750046615.2687209,1750046615.656941,1750045518.734412,1750046627.3773463,1750046630.1585958
1750109972.670248,1750046615.2687209,1750046615.669822,1750045518.7473705,1750046627.3773463,1750046630.1585958
1750109972.6723626,1750046615.2687209,1750046615.669822,1750045518.7473705,1750046627.3773463,1750046630.1585958
1750109972.6842198,1750046615.2687209,1750046615.683198,1750045518.7612567,1750046627.3773463,1750046630.1585958
1750109972.6868296,1750046615.2687209,1750046615.683198,1750045518.7612567,1750046627.3773463,1750046630.1585958
1750109972.697602,1750046615.2687209,1750046615.6967065,1750045518.7752476,1750046627.3773463,1750046630.1585958
1750109972.6995192,1750046615.2687209,1750046615.6967065,1750045518.7752476,1750046627.3773463,1750046630.1585958
1750109972.711495,1750046615.2687209,1750046615.7099237,1750045518.7884374,1750046627.3773463,1750046630.1585958
1750109972.71371,1750046615.2687209,1750046615.7099237,1750045518.7884374,1750046627.3773463,1750046630.1585958
1750109972.724284,1750046615.2687209,1750046615.7238638,1750045518.8012025,1750046627.3773463,1750046630.1585958
1750109972.7267215,1750046615.2687209,1750046615.7238638,1750045518.8012025,1750046627.3773463,1750046630.1585958
1750109972.737031,1750046615.2687209,1750046615.7368038,1750045518.8141725,1750046627.3773463,1750046630.1585958
1750109972.7389364,1750046615.2687209,1750046615.7368038,1750045518.8141725,1750046627.3773463,1750046630.1585958
1750109972.7520535,1750046615.2687209,1750046615.7497602,1750045518.8279212,1750046627.3773463,1750046630.1585958
1750109972.7542057,1750046615.2687209,1750046615.7497602,1750045518.8279212,1750046627.3773463,1750046630.1585958
1750109972.765037,1750046615.2687209,1750046615.7627103,1750045518.8408403,1750046627.3773463,1750046630.1585958
1750109972.7673817,1750046615.2687209,1750046615.7627103,1750045518.8408403,1750046627.3773463,1750046630.1585958
1750109972.7782602,1750046615.2687209,1750046615.7770681,1750045518.854392,1750046627.3773463,1750046630.5625105
1750109972.7822034,1750046615.2687209,1750046615.7770681,1750045518.854392,1750046627.3773463,1750046630.5625105
1750109972.7849145,1750046615.2687209,1750046615.7770681,1750045518.854392,1750046627.3773463,1750046630.5625105
1750109972.7906563,1750046615.2687209,1750046615.7899008,1750045518.8673832,1750046627.3773463,1750046630.5625105
1750109972.7936382,1750046615.2687209,1750046615.7899008,1750045518.8673832,1750046627.3773463,1750046630.5625105
1750109972.804336,1750046615.2687209,1750046615.8028355,1750045518.8803542,1750046627.3773463,1750046630.5625105
